projectname,project_match_score,project_match_reason,sco,excel_row_number,versionnumber,with_party,started_on,ended_on,total_calendar_days,total_business_days,source_start_event,source_end_event,needs_lori_to_confirm,reasoning_because_this_was_complex,raw_status_text
PAW Implementation Phase 2a,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-705 SEP PAW Impl Ph2A,26,V5,SIGNINGTIME,2025-02-14,2025-02-24,11,7,Feb 13/25 - V5 sent to Province,Feb 24/25 - Signed,Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Feb 24/25 - Signed
Feb 13/25 - V4 rec'd; V5 sent to Province
Feb 7/25 - V3 sent to Province
Feb 6/25 - V2 rec'd; with Nicole / Erwin
Jan 28/25 - V1 sent to Province
Jan 27/25 - with Tyler"
Enhanced Logging,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-706 SEP Enhanced Logging,27,V1,ADSL,2025-01-29,2025-01-30,2,2,Jan 29/25 - Emma to approved revised SOW; SCO with Tyler,Jan 30/25 - V1 sent to Province,,"The send/submission date is counted with the sender, per Sam.","Feb 27/25 - Signed
Feb 18/25 - V3 sent to Province
Feb 13/25 - V2 rec'd
Jan 30/25 - V1 sent to Province
Jan 29/25 - Emma to approved revised SOW; SCO with Tyler"
Enhanced Logging,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-706 SEP Enhanced Logging,27,V2,CSBC,2025-01-31,2025-02-13,14,10,Jan 30/25 - V1 sent to Province,Feb 13/25 - V2 rec'd,,Province/CSBC owned the returned version until the return/received date.,"Feb 27/25 - Signed
Feb 18/25 - V3 sent to Province
Feb 13/25 - V2 rec'd
Jan 30/25 - V1 sent to Province
Jan 29/25 - Emma to approved revised SOW; SCO with Tyler"
Enhanced Logging,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-706 SEP Enhanced Logging,27,V3,ADSL,2025-02-18,2025-02-18,1,1,Feb 18/25 - V3 sent to Province,Feb 18/25 - V3 sent to Province,,"The send/submission date is counted with the sender, per Sam.","Feb 27/25 - Signed
Feb 18/25 - V3 sent to Province
Feb 13/25 - V2 rec'd
Jan 30/25 - V1 sent to Province
Jan 29/25 - Emma to approved revised SOW; SCO with Tyler"
Enhanced Logging,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-706 SEP Enhanced Logging,27,V3,SIGNINGTIME,2025-02-19,2025-02-27,9,7,Feb 18/25 - V3 sent to Province,Feb 27/25 - Signed,Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Feb 27/25 - Signed
Feb 18/25 - V3 sent to Province
Feb 13/25 - V2 rec'd
Jan 30/25 - V1 sent to Province
Jan 29/25 - Emma to approved revised SOW; SCO with Tyler"
Maestro Firewall Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-709 PS ChkPt Maestro FW Imp,28,V1.1,ADSL,2025-02-03,2025-02-07,5,5,Feb 3/25 - with Rian / Cathy,Feb 7/25 - V1.1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Feb 25/25 - Signed
Feb 25/25 - V3 re-sent
Feb 13/25 - V3 sent to Province
Feb 13/25 - V2 rec'd; with Joyce/Sam
Feb 7/25 - V1.1 sent to Province
Feb 3/25 - with Rian / Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-709 PS ChkPt Maestro FW Imp,28,V2,CSBC,2025-02-08,2025-02-13,6,4,Feb 7/25 - V1.1 sent to Province,Feb 13/25 - V2 rec'd,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,Province/CSBC owned the returned version until the return/received date.,"Feb 25/25 - Signed
Feb 25/25 - V3 re-sent
Feb 13/25 - V3 sent to Province
Feb 13/25 - V2 rec'd; with Joyce/Sam
Feb 7/25 - V1.1 sent to Province
Feb 3/25 - with Rian / Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-709 PS ChkPt Maestro FW Imp,28,V3,ADSL,2025-02-13,2025-02-13,1,1,Feb 13/25 - with Joyce/Sam,Feb 13/25 - V3 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event.,"The send/submission date is counted with the sender, per Sam.","Feb 25/25 - Signed
Feb 25/25 - V3 re-sent
Feb 13/25 - V3 sent to Province
Feb 13/25 - V2 rec'd; with Joyce/Sam
Feb 7/25 - V1.1 sent to Province
Feb 3/25 - with Rian / Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-709 PS ChkPt Maestro FW Imp,28,V3,SIGNINGTIME,2025-02-14,2025-02-25,12,8,Feb 13/25 - V3 sent to Province,Feb 25/25 - Signed,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Feb 25/25 - Signed
Feb 25/25 - V3 re-sent
Feb 13/25 - V3 sent to Province
Feb 13/25 - V2 rec'd; with Joyce/Sam
Feb 7/25 - V1.1 sent to Province
Feb 3/25 - with Rian / Cathy"
3PG Refresh,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,"SCO-PROV-712 3PG Refresh 
(Professional Services)",29,V1,ADSL,2025-01-27,2025-02-25,30,22,"Jan 27/25 - with Rian, Sam and Cathy",Feb 25/25 - V1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Mar 5/25 - Signed
Feb 26/25 - V1.1 sent to Province 
Feb 25/25 - V1 sent to Province 
Feb 11/25 - approved to submit; holding until CAP for 3PG Refresh submitted
Jan 30/25 - with Sam
Jan 27/25 - with Rian, Sam and Cathy"
3PG Refresh,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,"SCO-PROV-712 3PG Refresh 
(Professional Services)",29,V1.1,ADSL,2025-02-26,2025-02-26,1,1,Feb 26/25 - V1.1 sent to Province,Feb 26/25 - V1.1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Mar 5/25 - Signed
Feb 26/25 - V1.1 sent to Province 
Feb 25/25 - V1 sent to Province 
Feb 11/25 - approved to submit; holding until CAP for 3PG Refresh submitted
Jan 30/25 - with Sam
Jan 27/25 - with Rian, Sam and Cathy"
3PG Refresh,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,"SCO-PROV-712 3PG Refresh 
(Professional Services)",29,V1.1,SIGNINGTIME,2025-02-27,2025-03-05,7,5,Feb 26/25 - V1.1 sent to Province,Mar 5/25 - Signed,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Mar 5/25 - Signed
Feb 26/25 - V1.1 sent to Province 
Feb 25/25 - V1 sent to Province 
Feb 11/25 - approved to submit; holding until CAP for 3PG Refresh submitted
Jan 30/25 - with Sam
Jan 27/25 - with Rian, Sam and Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-720 Maestro Firewall Implementation,30,V1,ADSL,2025-03-14,2025-03-14,1,1,Mar 14/25 - V1 sent to Province,Mar 14/25 - V1 sent to Province,,"The send/submission date is counted with the sender, per Sam.","Mar 27/25 - Signed
Mar 14/25 - V1 sent to Province"
Maestro Firewall Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-720 Maestro Firewall Implementation,30,V1,SIGNINGTIME,2025-03-15,2025-03-27,13,9,Mar 14/25 - V1 sent to Province,Mar 27/25 - Signed,Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Mar 27/25 - Signed
Mar 14/25 - V1 sent to Province"
Defender for Servers,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-728 Defender Anti-Virus,31,V1,ADSL,2025-04-14,2025-04-17,4,4,Apr 14/25 - SOW approved,Apr 17/25 - V1 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Apr 28/25 - Signed
Apr 28/25 - Move to final, sent via AdobeSign
Apr 25/25 - V2 back from Province
Apr 17/25 - V1 sent to Province
Apr 17/25 - With Tyler, with Sian
Apr 17/25 - With Nicole/Cathy for review
Apr 14/25 - SOW approved"
Defender for Servers,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-728 Defender Anti-Virus,31,V2,CSBC,2025-04-18,2025-04-25,8,6,Apr 17/25 - V1 sent to Province,Apr 25/25 - V2 back from Province,Version number was inferred as V1 because the source event did not name a version.,Province/CSBC owned the returned version until the return/received date.,"Apr 28/25 - Signed
Apr 28/25 - Move to final, sent via AdobeSign
Apr 25/25 - V2 back from Province
Apr 17/25 - V1 sent to Province
Apr 17/25 - With Tyler, with Sian
Apr 17/25 - With Nicole/Cathy for review
Apr 14/25 - SOW approved"
Defender for Servers,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-728 Defender Anti-Virus,31,V2,SIGNINGTIME,2025-04-28,2025-04-28,1,1,"Apr 28/25 - Move to final, sent via AdobeSign","Apr 28/25 - Move to final, sent via AdobeSign",Version number was inferred as V1 because the source event did not name a version.,Signing/final workflow was separated from normal ADSL/CSBC editing ownership.,"Apr 28/25 - Signed
Apr 28/25 - Move to final, sent via AdobeSign
Apr 25/25 - V2 back from Province
Apr 17/25 - V1 sent to Province
Apr 17/25 - With Tyler, with Sian
Apr 17/25 - With Nicole/Cathy for review
Apr 14/25 - SOW approved"
Patch Management Phase 3B,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-733 Amd SCO-662 Patch Mgmt Proj Date,32,V1,ADSL,2025-04-08,2025-04-14,7,5,"Apr 8/25 - Approved PCR to extend date, drafting SCO",Apr 14/25 - V1 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Apr 30/25 - Signed
Apr 30/25 - In AdobeSign for signautres
Apr 29/25 - Approval to move to final
Apr 14/25 - V1 sent to Province
Apr 11/25 - With Sian
Apr 10/25 - With Tyler
Apr 10/25 - With Killian
Apr 8/25 - Approved PCR to extend date, drafting SCO"
Patch Management Phase 3B,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-733 Amd SCO-662 Patch Mgmt Proj Date,32,V1,SIGNINGTIME,2025-04-15,2025-04-29,15,11,Apr 14/25 - V1 sent to Province,Apr 29/25 - Approval to move to final,Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Apr 30/25 - Signed
Apr 30/25 - In AdobeSign for signautres
Apr 29/25 - Approval to move to final
Apr 14/25 - V1 sent to Province
Apr 11/25 - With Sian
Apr 10/25 - With Tyler
Apr 10/25 - With Killian
Apr 8/25 - Approved PCR to extend date, drafting SCO"
iStore to MySC,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-743 iStore Replacement,33,V1,ADSL,2025-05-21,2025-05-22,2,2,May 21/25 - with Sian,May 22/25 - V1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","July 15/25 - Signed
July 10/25 - Sent via Adobe Sign
July 9/25 - Province agreed to move to final
July 7/25 - V5 sent to Province
June 27/25 - V4 rec'd; with Rian
June 4/25 - V3 sent to Province
May 29/25 - V2.1 rec'd; with Rian
May 22/25 - V1 sent to Province
May 21/25 - with Sian"
iStore to MySC,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-743 iStore Replacement,33,V2,CSBC,2025-05-23,2025-05-29,7,5,May 22/25 - V1 sent to Province,May 29/25 - V2.1 rec'd,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version label normalized from V2.1 to V2 to avoid assigning the same version to both ADSL and CSBC.,"Province/CSBC owned the returned version until the return/received date. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","July 15/25 - Signed
July 10/25 - Sent via Adobe Sign
July 9/25 - Province agreed to move to final
July 7/25 - V5 sent to Province
June 27/25 - V4 rec'd; with Rian
June 4/25 - V3 sent to Province
May 29/25 - V2.1 rec'd; with Rian
May 22/25 - V1 sent to Province
May 21/25 - with Sian"
iStore to MySC,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-743 iStore Replacement,33,V3,ADSL,2025-05-29,2025-06-04,7,5,May 29/25 - with Rian,Jun 4/25 - V3 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event.,"The send/submission date is counted with the sender, per Sam.","July 15/25 - Signed
July 10/25 - Sent via Adobe Sign
July 9/25 - Province agreed to move to final
July 7/25 - V5 sent to Province
June 27/25 - V4 rec'd; with Rian
June 4/25 - V3 sent to Province
May 29/25 - V2.1 rec'd; with Rian
May 22/25 - V1 sent to Province
May 21/25 - with Sian"
iStore to MySC,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-743 iStore Replacement,33,V4,CSBC,2025-06-05,2025-06-27,23,17,Jun 4/25 - V3 sent to Province,Jun 27/25 - V4 rec'd,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event.,Province/CSBC owned the returned version until the return/received date.,"July 15/25 - Signed
July 10/25 - Sent via Adobe Sign
July 9/25 - Province agreed to move to final
July 7/25 - V5 sent to Province
June 27/25 - V4 rec'd; with Rian
June 4/25 - V3 sent to Province
May 29/25 - V2.1 rec'd; with Rian
May 22/25 - V1 sent to Province
May 21/25 - with Sian"
iStore to MySC,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-743 iStore Replacement,33,V5,ADSL,2025-06-27,2025-07-07,11,7,Jun 27/25 - with Rian,Jul 7/25 - V5 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event. | Version number was inferred as V5 from an unversioned ADSL/internal event.,"The send/submission date is counted with the sender, per Sam.","July 15/25 - Signed
July 10/25 - Sent via Adobe Sign
July 9/25 - Province agreed to move to final
July 7/25 - V5 sent to Province
June 27/25 - V4 rec'd; with Rian
June 4/25 - V3 sent to Province
May 29/25 - V2.1 rec'd; with Rian
May 22/25 - V1 sent to Province
May 21/25 - with Sian"
