projectname,project_match_score,project_match_reason,sco,excel_row_number,versionnumber,with_party,started_on,ended_on,total_calendar_days,total_business_days,source_start_event,source_end_event,needs_lori_to_confirm,raw_status_text
Microsoft Defender for Endpoint (MDE) Expansion,88,token overlap 1/3; hint matched: defender,SCO-PROV-728 Defender Anti-Virus,106,V1,ADSL,2025-04-14,2025-04-17,4,4,Apr 14/25 - SOW approved,Apr 17/25 - V1 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Microsoft Defender for Endpoint (MDE) Expansion"" -> ""SCO-PROV-728 Defender Anti-Virus"" (token overlap 1/3; hint matched: defender, score 88).","Apr 28/25 - Completed
Apr 28/25 - Move to final, sent via AdobeSign
Apr 25/25 - V2 back from Province
Apr 17/25 - V1 sent to Province
Apr 17/25 - With Tyler, with Sian
Apr 17/25 - With Nicole/Cathy for review
Apr 14/25 - SOW approved"
Microsoft Defender for Endpoint (MDE) Expansion,88,token overlap 1/3; hint matched: defender,SCO-PROV-728 Defender Anti-Virus,106,V2,CSBC,2025-04-18,2025-04-25,8,6,Next day after: Apr 17/25 - V1 sent to Province,Apr 25/25 - V2 back from Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Microsoft Defender for Endpoint (MDE) Expansion"" -> ""SCO-PROV-728 Defender Anti-Virus"" (token overlap 1/3; hint matched: defender, score 88).","Apr 28/25 - Completed
Apr 28/25 - Move to final, sent via AdobeSign
Apr 25/25 - V2 back from Province
Apr 17/25 - V1 sent to Province
Apr 17/25 - With Tyler, with Sian
Apr 17/25 - With Nicole/Cathy for review
Apr 14/25 - SOW approved"
Microsoft Defender for Endpoint (MDE) Expansion,88,token overlap 1/3; hint matched: defender,SCO-PROV-728 Defender Anti-Virus,106,V2,SIGNINGTIME,2025-04-28,2025-04-28,1,1,Apr 28/25 - Completed,"Apr 28/25 - Move to final, sent via AdobeSign","Lori: please confirm this project/SCO mapping. This is an educated guess: ""Microsoft Defender for Endpoint (MDE) Expansion"" -> ""SCO-PROV-728 Defender Anti-Virus"" (token overlap 1/3; hint matched: defender, score 88).","Apr 28/25 - Completed
Apr 28/25 - Move to final, sent via AdobeSign
Apr 25/25 - V2 back from Province
Apr 17/25 - V1 sent to Province
Apr 17/25 - With Tyler, with Sian
Apr 17/25 - With Nicole/Cathy for review
Apr 14/25 - SOW approved"
Microsoft Defender for Endpoint (MDE) Expansion,88,token overlap 1/3; hint matched: defender,SCO-PROV-809 Defender AV for Windows,184,V1,ADSL,2026-04-10,2026-04-17,8,6,Apr 10/26 - with Tyler,Apr 17/26 - V1 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Microsoft Defender for Endpoint (MDE) Expansion"" -> ""SCO-PROV-809 Defender AV for Windows"" (token overlap 1/3; hint matched: defender, score 88).","May 6/26 - V4 rec'd; Adobe Sign
Apr 23/26 - V3 sent to Province
Apr 21/26 - V2 rec'd; V3 with Cathy
Apr 17/26 - V1 sent to Province
Apr 16/26 - with Sian
Apr 10/26 - with Tyler"
Microsoft Defender for Endpoint (MDE) Expansion,88,token overlap 1/3; hint matched: defender,SCO-PROV-809 Defender AV for Windows,184,V2,CSBC,2026-04-18,2026-04-21,4,2,Next day after: Apr 17/26 - V1 sent to Province,Apr 21/26 - V2 rec'd; V3 with Cathy,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Microsoft Defender for Endpoint (MDE) Expansion"" -> ""SCO-PROV-809 Defender AV for Windows"" (token overlap 1/3; hint matched: defender, score 88).","May 6/26 - V4 rec'd; Adobe Sign
Apr 23/26 - V3 sent to Province
Apr 21/26 - V2 rec'd; V3 with Cathy
Apr 17/26 - V1 sent to Province
Apr 16/26 - with Sian
Apr 10/26 - with Tyler"
Microsoft Defender for Endpoint (MDE) Expansion,88,token overlap 1/3; hint matched: defender,SCO-PROV-809 Defender AV for Windows,184,V3,ADSL,2026-04-22,2026-04-23,2,2,Next day after: Apr 21/26 - V2 rec'd; V3 with Cathy,Apr 23/26 - V3 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Microsoft Defender for Endpoint (MDE) Expansion"" -> ""SCO-PROV-809 Defender AV for Windows"" (token overlap 1/3; hint matched: defender, score 88).","May 6/26 - V4 rec'd; Adobe Sign
Apr 23/26 - V3 sent to Province
Apr 21/26 - V2 rec'd; V3 with Cathy
Apr 17/26 - V1 sent to Province
Apr 16/26 - with Sian
Apr 10/26 - with Tyler"
Microsoft Defender for Endpoint (MDE) Expansion,88,token overlap 1/3; hint matched: defender,SCO-PROV-809 Defender AV for Windows,184,V3,SIGNINGTIME,2026-05-06,2026-05-06,1,1,May 6/26 - V4 rec'd; Adobe Sign,May 6/26 - V4 rec'd; Adobe Sign,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Microsoft Defender for Endpoint (MDE) Expansion"" -> ""SCO-PROV-809 Defender AV for Windows"" (token overlap 1/3; hint matched: defender, score 88).","May 6/26 - V4 rec'd; Adobe Sign
Apr 23/26 - V3 sent to Province
Apr 21/26 - V2 rec'd; V3 with Cathy
Apr 17/26 - V1 sent to Province
Apr 16/26 - with Sian
Apr 10/26 - with Tyler"
Multi Cloud Connectivity,100,project phrase appears,SCO-PROV-739 Multi-Cloud Connectivity Service,116,V1,ADSL,2025-04-11,2025-05-12,32,22,"Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue",May 12/25 - V1 sent to Province,,"July 31/25 - Adobe Sign
July 18/25 - V5 sent to Province
July 9/25 - V4 rec'd; with Killian / Sam
June 13/25 - V3 sent to Province
June 6/25 - Province asked for this to be expedited
May 28/25 - with Sam
May 23/25 - Killians sent responses
May 22/25 - with Killian / Sam
May 21/25 - V2.1 rec'd
May 12/25 - V1 sent to Province
May 9/25 - with Joyce
May 6/25 - with Rian
Apr 30/25 - Back from Killian with comments - to review
Apr 28/25 - With Killian
Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue"
Multi Cloud Connectivity,100,project phrase appears,SCO-PROV-739 Multi-Cloud Connectivity Service,116,V2.1,CSBC,2025-05-13,2025-05-21,9,7,Next day after: May 12/25 - V1 sent to Province,May 21/25 - V2.1 rec'd,,"July 31/25 - Adobe Sign
July 18/25 - V5 sent to Province
July 9/25 - V4 rec'd; with Killian / Sam
June 13/25 - V3 sent to Province
June 6/25 - Province asked for this to be expedited
May 28/25 - with Sam
May 23/25 - Killians sent responses
May 22/25 - with Killian / Sam
May 21/25 - V2.1 rec'd
May 12/25 - V1 sent to Province
May 9/25 - with Joyce
May 6/25 - with Rian
Apr 30/25 - Back from Killian with comments - to review
Apr 28/25 - With Killian
Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue"
Multi Cloud Connectivity,100,project phrase appears,SCO-PROV-739 Multi-Cloud Connectivity Service,116,V3,ADSL,2025-05-22,2025-06-13,23,17,Next day after: May 21/25 - V2.1 rec'd,June 13/25 - V3 sent to Province,,"July 31/25 - Adobe Sign
July 18/25 - V5 sent to Province
July 9/25 - V4 rec'd; with Killian / Sam
June 13/25 - V3 sent to Province
June 6/25 - Province asked for this to be expedited
May 28/25 - with Sam
May 23/25 - Killians sent responses
May 22/25 - with Killian / Sam
May 21/25 - V2.1 rec'd
May 12/25 - V1 sent to Province
May 9/25 - with Joyce
May 6/25 - with Rian
Apr 30/25 - Back from Killian with comments - to review
Apr 28/25 - With Killian
Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue"
Multi Cloud Connectivity,100,project phrase appears,SCO-PROV-739 Multi-Cloud Connectivity Service,116,V4,CSBC,2025-06-14,2025-07-09,26,18,Next day after: June 13/25 - V3 sent to Province,July 9/25 - V4 rec'd; with Killian / Sam,,"July 31/25 - Adobe Sign
July 18/25 - V5 sent to Province
July 9/25 - V4 rec'd; with Killian / Sam
June 13/25 - V3 sent to Province
June 6/25 - Province asked for this to be expedited
May 28/25 - with Sam
May 23/25 - Killians sent responses
May 22/25 - with Killian / Sam
May 21/25 - V2.1 rec'd
May 12/25 - V1 sent to Province
May 9/25 - with Joyce
May 6/25 - with Rian
Apr 30/25 - Back from Killian with comments - to review
Apr 28/25 - With Killian
Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue"
Multi Cloud Connectivity,100,project phrase appears,SCO-PROV-739 Multi-Cloud Connectivity Service,116,V5,ADSL,2025-07-10,2025-07-18,9,7,Next day after: July 9/25 - V4 rec'd; with Killian / Sam,July 18/25 - V5 sent to Province,,"July 31/25 - Adobe Sign
July 18/25 - V5 sent to Province
July 9/25 - V4 rec'd; with Killian / Sam
June 13/25 - V3 sent to Province
June 6/25 - Province asked for this to be expedited
May 28/25 - with Sam
May 23/25 - Killians sent responses
May 22/25 - with Killian / Sam
May 21/25 - V2.1 rec'd
May 12/25 - V1 sent to Province
May 9/25 - with Joyce
May 6/25 - with Rian
Apr 30/25 - Back from Killian with comments - to review
Apr 28/25 - With Killian
Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue"
Multi Cloud Connectivity,100,project phrase appears,SCO-PROV-739 Multi-Cloud Connectivity Service,116,V5,SIGNINGTIME,2025-07-31,2025-07-31,1,1,July 31/25 - Adobe Sign,July 31/25 - Adobe Sign,,"July 31/25 - Adobe Sign
July 18/25 - V5 sent to Province
July 9/25 - V4 rec'd; with Killian / Sam
June 13/25 - V3 sent to Province
June 6/25 - Province asked for this to be expedited
May 28/25 - with Sam
May 23/25 - Killians sent responses
May 22/25 - with Killian / Sam
May 21/25 - V2.1 rec'd
May 12/25 - V1 sent to Province
May 9/25 - with Joyce
May 6/25 - with Rian
Apr 30/25 - Back from Killian with comments - to review
Apr 28/25 - With Killian
Apr 11/25 - Lori M drafted SCO from approved Service Design, Jen to continue"
NRS VDI Service PoC,74,token overlap 1/3; hint matched: vdi,CR-CAP-016 WLRS VDI Servers (3),193,UNKNOWN,UNKNOWN,,,,,,,"Lori: I matched this SCO to the project but could not parse version timing from the status text. Lori: please confirm this project/SCO mapping. This is an educated guess: ""NRS VDI Service PoC"" -> ""CR-CAP-016 WLRS VDI Servers (3)"" (token overlap 1/3; hint matched: vdi, score 74).",With Province for signing
NRS VDI Service PoC,74,token overlap 1/3; hint matched: vdi,CR-CAP-042 Client VDI SW,201,V3.2,SIGNINGTIME,2025-04-28,2025-07-15,79,57,Apr 28/25 - Sian committed to purchasing Horizon licenses from Ingram by May 2 whether CAP is signed or not,July 15/25 - Completed,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""NRS VDI Service PoC"" -> ""CR-CAP-042 Client VDI SW"" (token overlap 1/3; hint matched: vdi, score 74).","July 15/25 - Completed
July 10/25 -Sent via Adobe Sign
July 9/25 - Province agreed to move to final
June 19/25 - V3.2 sent to Province
June 6/25 - V3.1 sent to Province
June 5/25 - Dan K. asked that the Nvidia licenses be in a separate CAP
May 27/25 - Prov wants 200 Horizon licenses. Tyler checking on whether NVidia licenses still required.
May 14/25 - 1 and 3 yr sent to Province - working on an extra 190 Horizon licenses as well
May 8/25 - procurement obtaining 1 and 3 year quotes
May 6/25 - V3 sent to Province
May 2/25 - V2 back from Province
May 2/25 - V1 sent to Province
May 1/25 - With Tyler, with Sian
May 1/25 - awaiting new quote from Dell for Nvidia, V1 with Joyce
Apr 30/25 - For review with Joyce/Chris, with Tyler
Apr 28/25 - Sian committed to purchasing Horizon licenses from Ingram by May 2 whether CAP is signed or not"
NRS VDI Service PoC,74,token overlap 1/3; hint matched: vdi,CR-CAP-042 Client VDI SW,201,V1,ADSL,2025-04-30,2025-05-02,3,3,"Apr 30/25 - For review with Joyce/Chris, with Tyler",May 2/25 - V1 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""NRS VDI Service PoC"" -> ""CR-CAP-042 Client VDI SW"" (token overlap 1/3; hint matched: vdi, score 74).","July 15/25 - Completed
July 10/25 -Sent via Adobe Sign
July 9/25 - Province agreed to move to final
June 19/25 - V3.2 sent to Province
June 6/25 - V3.1 sent to Province
June 5/25 - Dan K. asked that the Nvidia licenses be in a separate CAP
May 27/25 - Prov wants 200 Horizon licenses. Tyler checking on whether NVidia licenses still required.
May 14/25 - 1 and 3 yr sent to Province - working on an extra 190 Horizon licenses as well
May 8/25 - procurement obtaining 1 and 3 year quotes
May 6/25 - V3 sent to Province
May 2/25 - V2 back from Province
May 2/25 - V1 sent to Province
May 1/25 - With Tyler, with Sian
May 1/25 - awaiting new quote from Dell for Nvidia, V1 with Joyce
Apr 30/25 - For review with Joyce/Chris, with Tyler
Apr 28/25 - Sian committed to purchasing Horizon licenses from Ingram by May 2 whether CAP is signed or not"
NRS VDI Service PoC,74,token overlap 1/3; hint matched: vdi,CR-CAP-042 Client VDI SW,201,V3,ADSL,2025-05-03,2025-05-06,4,2,Next day after: May 2/25 - V2 back from Province,May 6/25 - V3 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""NRS VDI Service PoC"" -> ""CR-CAP-042 Client VDI SW"" (token overlap 1/3; hint matched: vdi, score 74).","July 15/25 - Completed
July 10/25 -Sent via Adobe Sign
July 9/25 - Province agreed to move to final
June 19/25 - V3.2 sent to Province
June 6/25 - V3.1 sent to Province
June 5/25 - Dan K. asked that the Nvidia licenses be in a separate CAP
May 27/25 - Prov wants 200 Horizon licenses. Tyler checking on whether NVidia licenses still required.
May 14/25 - 1 and 3 yr sent to Province - working on an extra 190 Horizon licenses as well
May 8/25 - procurement obtaining 1 and 3 year quotes
May 6/25 - V3 sent to Province
May 2/25 - V2 back from Province
May 2/25 - V1 sent to Province
May 1/25 - With Tyler, with Sian
May 1/25 - awaiting new quote from Dell for Nvidia, V1 with Joyce
Apr 30/25 - For review with Joyce/Chris, with Tyler
Apr 28/25 - Sian committed to purchasing Horizon licenses from Ingram by May 2 whether CAP is signed or not"
NRS VDI Service PoC,74,token overlap 1/3; hint matched: vdi,CR-CAP-042 Client VDI SW,201,V4,ADSL,2025-05-07,2025-05-14,8,6,Next day after: May 6/25 - V3 sent to Province,May 14/25 - 1 and 3 yr sent to Province - working on an extra 190 Horizon licenses as well,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""NRS VDI Service PoC"" -> ""CR-CAP-042 Client VDI SW"" (token overlap 1/3; hint matched: vdi, score 74).","July 15/25 - Completed
July 10/25 -Sent via Adobe Sign
July 9/25 - Province agreed to move to final
June 19/25 - V3.2 sent to Province
June 6/25 - V3.1 sent to Province
June 5/25 - Dan K. asked that the Nvidia licenses be in a separate CAP
May 27/25 - Prov wants 200 Horizon licenses. Tyler checking on whether NVidia licenses still required.
May 14/25 - 1 and 3 yr sent to Province - working on an extra 190 Horizon licenses as well
May 8/25 - procurement obtaining 1 and 3 year quotes
May 6/25 - V3 sent to Province
May 2/25 - V2 back from Province
May 2/25 - V1 sent to Province
May 1/25 - With Tyler, with Sian
May 1/25 - awaiting new quote from Dell for Nvidia, V1 with Joyce
Apr 30/25 - For review with Joyce/Chris, with Tyler
Apr 28/25 - Sian committed to purchasing Horizon licenses from Ingram by May 2 whether CAP is signed or not"
NRS VDI Service PoC,74,token overlap 1/3; hint matched: vdi,CR-CAP-042 Client VDI SW,201,V5,CSBC,2025-05-15,2025-05-27,13,9,Next day after: May 14/25 - 1 and 3 yr sent to Province - working on an extra 190 Horizon licenses as well,May 27/25 - Prov wants 200 Horizon licenses. Tyler checking on whether NVidia licenses still required.,"Lori: inferred handoff to ADSL from internal ADSL work line; please confirm. Lori: please confirm this project/SCO mapping. This is an educated guess: ""NRS VDI Service PoC"" -> ""CR-CAP-042 Client VDI SW"" (token overlap 1/3; hint matched: vdi, score 74).","July 15/25 - Completed
July 10/25 -Sent via Adobe Sign
July 9/25 - Province agreed to move to final
June 19/25 - V3.2 sent to Province
June 6/25 - V3.1 sent to Province
June 5/25 - Dan K. asked that the Nvidia licenses be in a separate CAP
May 27/25 - Prov wants 200 Horizon licenses. Tyler checking on whether NVidia licenses still required.
May 14/25 - 1 and 3 yr sent to Province - working on an extra 190 Horizon licenses as well
May 8/25 - procurement obtaining 1 and 3 year quotes
May 6/25 - V3 sent to Province
May 2/25 - V2 back from Province
May 2/25 - V1 sent to Province
May 1/25 - With Tyler, with Sian
May 1/25 - awaiting new quote from Dell for Nvidia, V1 with Joyce
Apr 30/25 - For review with Joyce/Chris, with Tyler
Apr 28/25 - Sian committed to purchasing Horizon licenses from Ingram by May 2 whether CAP is signed or not"
NRS VDI Service PoC,74,token overlap 1/3; hint matched: vdi,CR-CAP-042 Client VDI SW,201,V6,ADSL,2025-05-27,2025-06-06,11,9,May 27/25 - Prov wants 200 Horizon licenses. Tyler checking on whether NVidia licenses still required.,June 6/25 - V3.1 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""NRS VDI Service PoC"" -> ""CR-CAP-042 Client VDI SW"" (token overlap 1/3; hint matched: vdi, score 74).","July 15/25 - Completed
July 10/25 -Sent via Adobe Sign
July 9/25 - Province agreed to move to final
June 19/25 - V3.2 sent to Province
June 6/25 - V3.1 sent to Province
June 5/25 - Dan K. asked that the Nvidia licenses be in a separate CAP
May 27/25 - Prov wants 200 Horizon licenses. Tyler checking on whether NVidia licenses still required.
May 14/25 - 1 and 3 yr sent to Province - working on an extra 190 Horizon licenses as well
May 8/25 - procurement obtaining 1 and 3 year quotes
May 6/25 - V3 sent to Province
May 2/25 - V2 back from Province
May 2/25 - V1 sent to Province
May 1/25 - With Tyler, with Sian
May 1/25 - awaiting new quote from Dell for Nvidia, V1 with Joyce
Apr 30/25 - For review with Joyce/Chris, with Tyler
Apr 28/25 - Sian committed to purchasing Horizon licenses from Ingram by May 2 whether CAP is signed or not"
NRS VDI Service PoC,74,token overlap 1/3; hint matched: vdi,CR-CAP-042 Client VDI SW,201,V3.1,ADSL,2025-06-06,2025-06-06,1,1,June 6/25 - V3.1 sent to Province,June 6/25 - V3.1 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""NRS VDI Service PoC"" -> ""CR-CAP-042 Client VDI SW"" (token overlap 1/3; hint matched: vdi, score 74).","July 15/25 - Completed
July 10/25 -Sent via Adobe Sign
July 9/25 - Province agreed to move to final
June 19/25 - V3.2 sent to Province
June 6/25 - V3.1 sent to Province
June 5/25 - Dan K. asked that the Nvidia licenses be in a separate CAP
May 27/25 - Prov wants 200 Horizon licenses. Tyler checking on whether NVidia licenses still required.
May 14/25 - 1 and 3 yr sent to Province - working on an extra 190 Horizon licenses as well
May 8/25 - procurement obtaining 1 and 3 year quotes
May 6/25 - V3 sent to Province
May 2/25 - V2 back from Province
May 2/25 - V1 sent to Province
May 1/25 - With Tyler, with Sian
May 1/25 - awaiting new quote from Dell for Nvidia, V1 with Joyce
Apr 30/25 - For review with Joyce/Chris, with Tyler
Apr 28/25 - Sian committed to purchasing Horizon licenses from Ingram by May 2 whether CAP is signed or not"
